Sequence,Word,Meaning
14321,contiguous,adj. 接触的；邻近的；连续的
14322,attitudinal,
14323,illuminating,adj. 照亮的，照明的；启蒙的，有启发性的
14324,disseminate,vt. 散布；宣传，传播
14325,boundless,adj. 无限的；无边无际的
14326,redevelopment,n. 再开发；重点恢复
14327,tolerance,n. 公差；容忍；宽容；公差
14328,amenable,adj. 有责任的，应服从的；有义务的；经得起检验的
14329,decompose,vi. 分解；使腐烂
14330,sapphire,n. 青玉；蓝宝石；天蓝色
14331,bushy,adj. 灌木茂密的；浓密的；多毛的
14332,milky,adj. 牛奶的；乳状的；柔和的；乳白色的；混浊不清的
14333,creeping,adj. 爬行的；迟缓的；毛骨悚然的；奉承的
14334,cheesy,adj. 干酪质的；下等的；【俚】漂亮的
14335,fleeing,
14336,laboratory,n. 实验室，研究室
14337,trivia,n. 琐事
14338,commemorative,
14339,buzzing,adj. 嗡嗡响的；嘈杂的
14340,purity,n. 纯净；纯洁；纯粹；纯度
14341,great-grandmother,
14342,maximal,adj. 最全面的；最高的，最大的
14343,unemployed,adj. 失业的；未被利用的
14344,wholeness,n. 全体；完全；完整
14345,grime,n. 尘垢；污点；煤尘
14346,tripod,n. 三脚架；三脚桌
14347,iridescent,adj. 彩虹色的；闪光的
14348,weakening,n. 疲软；弱化；衰减
14349,genetic,adj. 遗传的；起源的；基因的
14350,doings,n. 举动，行为；所做之事（doing的复数）
14351,amorphous,adj. 无定形的；无组织的；非晶形的
14352,undisturbed,不受干扰的
14353,troublesome,adj. 麻烦的；讨厌的；使人苦恼的
14354,quid,n. 咀嚼物；一英镑；一镑金币
14355,canine,adj. 犬科的；犬的；似犬的；犬齿的
14356,jihad,圣战
14357,well-worn,
14358,horrify,vt. 使恐惧；惊骇；使极度厌恶
14359,diesel,n. 柴油机；柴油；（俚）健康的身体；adj. 内燃机传动的；供内燃机用的
14360,co-director,
14361,privately,adv. 秘密地；私下地
14362,reputable,adj. 声誉好的；受尊敬的；卓越的
14363,invoke,vt. 调用；祈求；恳求；引起
14364,inflection,n. 弯曲，变形；音调变化
14365,preposterous,adj. 可笑的；荒谬的
14366,panther,n. 豹；美洲豹；黑豹
14367,nineteen,num. 十九
14368,Sabine,n. 萨宾人
14369,deceit,n. 欺骗；谎言；欺诈手段
14370,Balkan,
14371,it,pron. 它
14372,repay,vi. 偿还；报答；报复
14373,creaking,
14374,ebony,adj. 乌木制的，黑檀木制的；似木的，黑檀木色的
14375,epitomize,vt. 摘要；概括；成为…的缩影
14376,wok,n. 锅（源自广东话）；炒菜锅
14377,enforce,vt. 强迫，强制；实施，执行
14378,slimy,adj. 黏滑的；泥泞的；谄媚的，虚伪的
14379,streetlight,n. 街灯，路灯
14380,amiable,adj. 和蔼可亲的，亲切的
14381,tamper,vi. 损害；削弱；干预；玩弄；篡改；贿赂
14382,adage,n. 格言，谚语；箴言
14383,mm-hmm,嗯哼
14384,shepherd,vt. 带领；看管；牧羊；指导
14385,sampling,n. 抽样；取样
14386,psychological,adj. 心理的；心理学的；精神上的
14387,protester,n. 抗议者；反对者；持异议者
14388,top-ranked,
14389,hurtle,vi. 猛冲；猛烈碰撞
14390,packaging,n. 包装；包装业，包装风格
14391,trappings,n. 服饰，礼服；外部标志；马饰
14392,saber,n. 军刀；[体]佩剑；骑兵
14393,airfare,n. 飞机票价
14394,lawful,adj. 合法的；法定的；法律许可的
14395,circumference,n. 圆周；周长；胸围
14396,pamper,vt. 纵容；使…过量；给…吃得过多
14397,cross-sectional,
14398,mourning,n. 哀痛；服丧
14399,demonize,
14400,Lithuanian,立陶宛
14401,steer,vt. 驾驶；控制，引导
14402,housing,n. 房屋；外壳；住房供给；遮盖物；机器等的防护外壳或外罩
14403,organically,
14404,shabby,adj. 破旧的；卑鄙的；吝啬的；低劣的
14405,Prussian,adj. 普鲁士的；普鲁士语的；普鲁士人的；普鲁士风格的
14406,prevail,vi. 盛行，流行；战胜，获胜
14407,permanent,adj. 永久的，永恒的；不变的
14408,swish,vt. 鞭打；使作沙沙声
14409,RNA,abbr. [生化]核糖核酸（Ribonucleic Acid）；浪漫派小说家协会（Romantic Novelists ' Association）
14410,gasoline,n. 汽油
14411,annihilation,
14412,premiere,adj. 首位的；初次的；女主角的
14413,berate,vt. 严责；申斥
14414,testify,vt. 作证；证明，证实
14415,hatchet,n. 短柄小斧
14416,arbitrarily,
14417,unequal,adj. 不平等的；不规则的；不胜任的
14418,misrepresent,vt. 歪曲，误传；不合适地代表
14419,relate,vt. 叙述；使…有联系
14420,aria,n. 咏叹调，独唱曲
14421,baboon,n. [动]狒狒
14422,authoritarianism,
14423,succulent,adj. 多汁的；多水分的；多汁性的
14424,dismayed,
14425,bough,n. 大树枝
14426,reassert,vt. 重复主张；再断言
14427,gizmo,
14428,hustler,n. 催促者；妓女；骗子
14429,slot,n. 狭槽；水沟；硬币投币口；位置
14430,springtime,n. 春季；春天；初期
14431,refer,vi. 涉及；查阅；提到；参考
14432,ideology,n. 意识形态；思想意识；观念学
14433,structure,n. 构造；结构；建筑物
14434,self-contained,自包含的
14435,unanswered,adj. 未答复的；无反应的
14436,pup,n. 小狗；幼畜
14437,encapsulate,vt. 压缩；将…装入胶囊；将…封进内部
14438,unchanged,adj. 未改变的
14439,recliner,
14440,zero,n. 零点，零度
14441,unattainable,adj. 做不到的；难到达的
14442,facet,n. 面；方面；小平面
14443,deconstruct,
14444,droop,vi. 下垂；萎靡；凋萎
14445,motorcade,
14446,handicapped,残疾
14447,self-determination,自我决定
14448,treatise,n. 论文；论述；专著
14449,projecting,adj. 突出的；伸出的
14450,dominance,n. 优势；统治；支配
14451,soundtrack,n. 声带；声迹；声道；电影配音
14452,insurrection,
14453,unborn,adj. 未来的；未诞生的
14454,catheter,n. [医]导管；导尿管；尿液管
14455,seeing,n. 视力；视觉；观看；看见
14456,shame,n. 羞耻，羞愧；憾事，带来耻辱的人
14457,outdoor,adj. 户外的；露天的；野外的（等于out-of-door）
14458,pulmonary,adj. 肺的；有肺的；肺状的
14459,Panamanian,n. 巴拿马人
14460,encase,vt. 包住；围绕；包装
14461,finalize,vt. 完成；使结束
14462,acuity,n. 尖锐；敏锐；剧烈
14463,orally,adv. 口述地；口头上地
14464,chariot,n. 二轮战车
14465,sad,adj. 悲哀的，令人悲痛的；难过的；凄惨的，阴郁的（形容颜色）
14466,chewing,n. 嚼
14467,powerful,adj. 强大的；强有力的
14468,nighttime,n. 夜间
14469,defector,
14470,impression,n. 印象；感想；压痕，印记；效果，影响
14471,payer,n. 付款人；支付者
14472,orient,vt. 确定方向；使朝东；使适应
14473,inconsistency,n. 不一致；易变
14474,wrongly,adv. 错误地；不恰当地；不公正地
14475,silver,n. 银；银器；餐具；银币；银质奖章；银灰色
14476,evangelical,福音派
14477,junction,n. 连接，接合；交叉点；接合点
14478,well-educated,adj. 受过良好教育的
14479,healthful,adj. 有益健康的；健康的；卫生的
14480,secure,adj. 安全的；无虑的；有把握的；稳当的
14481,realism,n. 现实主义；实在论；现实主义的态度和行为
14482,ruffle,vt. 弄皱；触怒；扰乱；迅速翻动
14483,ferment,n. 酵素；发酵；动乱
14484,gentle,adj. 温和的；文雅的
14485,ta,abbr. 助教（teaching assistant）；正切角（Tangent Angle）；[军]顶部攻击（Top Attack）；技术援助（technical assistance）；公差表
14486,syndicated,adj. 成为企业组合的
14487,chafe,vt. 擦破；擦热；擦痛；激怒
14488,overshadow,vt. 使阴暗；使失色；遮阴；夺去…的光彩
14489,sideline,n. 球场边线；副业；局外人的观点
14490,assail,vt. 攻击；质问；着手解决
14491,starship,
14492,reconstruct,vt. 重建；修复；改造；重现
14493,sterilize,vt. 消毒，杀菌；使成不毛；使绝育；使不起作用
14494,dilute,adj. 稀释的；淡的
14495,liquor,n. 酒，含酒精饮料；液体；烈酒；溶液
14496,tenderly,adv. 温和地；体贴地；柔和地
14497,admiring,adj. 赞赏的，羡慕的
14498,fell,adj. 凶猛的；毁灭性的
14499,biz,n. [俚]商业（等于business）
14500,degenerate,vt. 使退化；恶化
14501,co-write,
14502,tantalizing,adj. 撩人的；逗引性的；干着急的
14503,restitution,n. 归还；赔偿；恢复
14504,mire,n. 泥潭；泥沼
14505,tequila,龙舌兰
14506,foreboding,n. 预感；预兆；先兆
14507,sure,adj. 可靠的；必定的；确信的
14508,defenseless,
14509,dispersal,n. 分散；散布；传播；疏散；消失
14510,unfinished,adj. 未完成的
14511,belittle,vt. 轻视；贬低；使相形见小
14512,margin,n. 边缘；利润，余裕；页边的空白
14513,fatty,adj. 脂肪的；多脂肪的；肥胖的；[医]脂肪过多的
14514,alleyway,n. 小巷；窄街；胡同；走廊
14515,ail,vt. 使苦恼，使烦恼
14516,schoolhouse,
14517,char,vi. 烧焦；打杂
14518,constrict,vt. 压缩；束紧
14519,coursework,
14520,smug,adj. 自鸣得意的；自以为是的；整洁的
14521,refrigerator,n. 冰箱，冷藏库
14522,top-notch,
14523,lifeguard,n. 救生员；警卫
14524,upscale,adj. 迎合高层次消费者的；质优价高的
14525,zebra,n. 斑马
14526,hierarchical,adj. 分层的；等级体系的
14527,lab,n. [口]实验室，研究室
14528,irritating,adj. 刺激的；气人的；使愤怒的
14529,concise,adj. 简明的，简洁的
14530,boisterous,adj. 喧闹的；狂暴的；猛烈的
14531,environmentalist,n. 环境论者；研究环境问题的专家；环保人士
14532,passivity,n. 被动性；被动结构；无抵抗
14533,deceptively,adv. 迷惑地，骗人地；虚伪地
14534,bile,n. 胆汁；愤怒
14535,burrito,
14536,origin,n. 出身；原点；起源；开端
14537,omission,n. 省略；疏忽，遗漏；冗长
14538,anchovy,n. 凤尾鱼；鳀鱼
14539,demeanor,举止
14540,ecclesiastical,
14541,refute,vt. 反驳，驳斥；驳倒
14542,coolness,n. 凉爽；冷静；冷
14543,dammit,
14544,nook,n. 角落；隐匿处；[美口]核武器；凹处
14545,hangover,n. 宿醉；遗物；残留物
14546,time-out,超时
14547,Kenyan,n. 肯尼亚人
14548,underlying,adj. 在下面的；优先的；根本的；潜在的
14549,weevil,
14550,sizzling,
14551,skew,n. 歪斜；斜交
14552,studio,n. 工作室；演播室；画室；电影制片厂
14553,role,n. 角色；任务
14554,pancake,n. 薄烤饼；粉饼；平降（全称pancake landing）
14555,peroxide,n. 过氧化物；过氧化氢
14556,triad,n. 三和音；三个一组；三价元素
14557,commercialization,n. 商品化，商业化
14558,progeny,n. 后裔；子孙；成果
14559,waterfront,n. 水边；滩，海滨
14560,maybe,adv. 大概；也许；可能
14561,inconsequential,adj. 不重要的；不合理的；不合逻辑的
14562,unanimity,n. 同意，全体一致
14563,indignant,adj. 义愤的；愤愤不平的
14564,epidemiologist,
14565,stand-in,
14566,tutoring,辅导
14567,thrust,n. 推力；刺
14568,melodic,adj. 有旋律的；音调优美的
14569,misread,vt. 读错；误解；看错
14570,invertebrate,adj. 无脊椎的；无骨气的
14571,antagonist,n. 敌手；[解]对抗肌；[药]拮抗物；[药]反协同试剂
14572,fetus,n. 胎儿，胎
14573,misperception,
14574,ramble,n. 漫步；漫游；随笔
14575,purification,n. 净化；提纯；涤罪
14576,twofold,adj. 双重的；两倍的
14577,displace,vt. 取代；置换；转移；把…免职；排水
14578,consternation,n. 惊愕；惊惶失措；恐怖
14579,belligerent,adj. 交战的；好战的；交战国的
14580,plop,扑通
14581,purportedly,
14582,lifeless,adj. 无生命的；死气沉沉的；无趣味的
14583,downright,adj. 明白的；直率的；显明的
14584,enslave,vt. 束缚；征服；使某人成为奴隶
14585,PSI,n. 希腊字母的第23个字母
14586,caterer,
14587,cross-section,
14588,navel,n. 肚脐；中央；中心点
14589,homicide,n. 杀人；杀人犯
14590,sunflower,n. 向日葵
14591,e-mail,电子邮件
14592,smarts,n. 刺痛；头脑（smart的复数）
14593,deposit,n. 存款；保证金；沉淀物
14594,masterpiece,n. 杰作；绝无仅有的人
14595,assumed,adj. 假装的；假定的
14596,scaffold,n. 脚手架；绞刑台；鹰架
14597,prominence,n. 突出；突出物；显著；卓越
14598,disinfectant,
14599,manpower,n. 人力；劳动力；人力资源
14600,lyric,adj. 抒情的；吟唱的
14601,recur,vi. 重现；复发；再来；采用；循环；递归
14602,pretext,n. 托辞；借口
14603,gypsy,n. 吉卜赛人；吉卜赛语；像吉布赛的人；歌舞剧中的歌舞队员
14604,aural,adj. 耳的；听觉的；气味的；先兆的
14605,liability,n. 债务；责任；倾向
14606,gauze,n. 薄纱；纱布；薄雾
14607,ever-present,
14608,second-degree,
14609,conqueror,n. 胜利者；征服者
14610,feathery,adj. 柔软如羽毛的；生有羽毛的
14611,autocratic,adj. 专制的；独裁的，专横的
14612,Navajo,n. 纳瓦霍人（美国最大的印第安部落）
14613,subterranean,adj. 地下的；秘密的；隐蔽的
14614,handkerchief,n. 手帕；头巾，围巾
14615,flashlight,n. 手电筒；闪光灯
14616,untreated,adj. 未经治疗的；未经处理的
14617,handbag,n. 手提包
14618,first-ever,
14619,abundantly,
14620,tissue,n. 纸巾；薄纱；一套
14621,al-Qaeda,
14622,lens,n. 透镜；镜头；晶状体
14623,confirmed,adj. 确认的；惯常的；坚定的；保兑的
14624,commonwealth,n. 共和国；联邦；国民整体
14625,crashing,adj. 彻底的；最好的；猛撞的
14626,unsolved,adj. 未解决的；未解答的
14627,whirlwind,n. 旋风；旋风般的快速行动
14628,class-action,
14629,layoff,n. 活动停止期间；临时解雇；操作停止；失业期
14630,engulf,vt. 吞没；吞食，狼吞虎咽
14631,embed,vt. 栽种；使嵌入，使插入；使深留脑中
14632,stir,n. 轰动；搅拌
14633,satanic,adj. 邪恶的；魔鬼的
14634,unsubstantiated,adj. 未经证实的，无事实根据的
14635,psychoanalysis,n. 心理分析；精神分析
14636,jogging,n. 慢跑
14637,intact,adj. 完整的；原封不动的；未受损伤的
14638,bassist,
14639,mattress,n. 床垫；褥子；空气垫
14640,twinkle,vi. 闪烁；发亮
14641,windowsill,
14642,hostess,n. 女主人，女老板；舞女；女服务员；女房东
14643,subtitle,n. 副标题；说明或对白的字幕
14644,semiconductor,n. 半导体
14645,lumbering,
14646,extramarital,
14647,bourgeoisie,
14648,feat,n. 技艺表演；功绩，壮举
14649,dank,adj. 潮湿的；阴湿的；透水的
14650,hitter,n. 击球员；打击者
14651,dryness,n. 干燥；冷淡；干燥无味
14652,protectionist,n. 贸易保护主义者
14653,disrupt,vt. 使分裂；使瓦解；使中断；使陷于混乱；破坏
14654,jaunt,n. 远足；短途旅游
14655,person,n. 人；[语法]人称；身体；容貌，外表
14656,comfy,
14657,passport,n. 护照，通行证；手段
14658,assent,vi. 赞成；同意
14659,knockout,adj. 击倒的；淘汰的；[口]迷人的
14660,mitten,n. 露指手套；连指手套
14661,blogger,n. 写博客的人；博客使用者
14662,income,n. 收入，收益；所得
14663,exuberance,n. 丰富，茂盛；健康
14664,jetty,n. 码头；防波堤
14665,poetry,n. 诗；诗意，诗情；诗歌艺术
14666,rigor,n. 严厉；精确；苛刻；僵硬
14667,surly,adj. 乖戾的；阴沉的；板面孔的，无礼的
14668,digitize,vt. 数字化
14669,dental,adj. 牙齿的，牙的；牙科的
14670,jurisdiction,n. 司法权，审判权，管辖权；权限，权力
14671,foreclosure,n. 丧失抵押品赎回权
14672,Passover,n. （圣经）逾越节；（圣经）逾越节祭神的羔羊
14673,snarl,n. 咆哮；混乱；怒骂
14674,positively,adv. 肯定地；明确地；断然地
14675,chagrin,n. 懊恼；气愤；委屈
14676,aft,adv. 在船尾；近船尾
14677,unarmed,手无寸铁
14678,offbeat,adj. 离奇的；标新立异的；[音]弱拍的
14679,incapable,adj. 不能的；无能力的；不能胜任的
14680,observation,n. 观察；监视；观察报告
14681,re-enactment,
14682,sign,n. 符号；记号；迹象；手势
